Name,Group,Institution,Field,Awards,CNS_total,CNS_avg_per_yr,CNS_years_covered,CNS_gap_years,NeuronNatNeuro_total,eLife_total,nonCNS_total,Lab_start_year,First_senior_paper,Career_stage,Count_source,Authorship_measure,Career_reference_year,Lab_age_source,Count_fetched_at,Count_method_version,Researcher_ID,Publication_model,Identity_status,Current_institution,Institution_status,HHMI_status,HHMI_source_status,Topics,Methods,Model_organisms,Model_organism_status,Paper_species_mentions,Contribution_titles,Contribution_keywords,Contribution_status,Active_years_in_window,CNS_per_active_year,Unresolved_papers,Source_URLs,Review_notes,Faculty_appointment_year,Faculty_appointment_status,CNS_2016,CNS_2017,CNS_2018,CNS_2019,CNS_2020,CNS_2021,CNS_2022,CNS_2023,CNS_2024,CNS_2025
Roozbeh Kiani,early-career awardee,New York University,neuroscience (awardee),"McKnight Scholar, Pew Biomedical",1,0.1,1,2016;2017;2018;2019;2020;2022;2023;2024;2025,2,1,12,,2016,early (<=10y),unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,first-paper proxy,2026-09-05T03:51:34+00:00,3,pi_49b65afd69e55f5f869f710455a71452,unified-papers,unreviewed,,unreviewed roster label,,unknown,Computation and cognition; Learning and memory; Motor systems; Neural circuits and behavior; Neurodegeneration and aging; Sensory systems,Computational modeling; Electrophysiology; Imaging and microscopy; MRI and neuroimaging,,unknown,Human; Nonhuman primates,,,not yet curated,,,1,https://www.mcknight.org/programs/the-mcknight-endowment-fund-for-neuroscience/scholar-awards/awardees/,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model. | Selected scientific contributions have not yet been source-curated; this is not absence of contributions. | 1 candidate papers remain unresolved and are not included in totals. | Excluded 1 different-given-name candidates; review aliases if any exclusion is unexpected.",,unknown,0,0,0,0,0,1,0,0,0,0
Abigail Person,early-career awardee,University of Colorado Denver,neuroscience (awardee),McKnight Scholar,0,0.0,0,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,2,1,10,,2013,established,unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,first-paper proxy,2026-09-05T03:51:36+00:00,3,pi_35c2d4544f2a529fa7b7be82d210fc88,unified-papers,unreviewed,,unreviewed roster label,,unknown,Cellular and molecular neuroscience; Computation and cognition; Learning and memory; Motor systems; Neural circuits and behavior; Sensory systems,Computational modeling; Connectomics; Electrophysiology; Optogenetics,,unknown,Mouse,,,not yet curated,,,1,https://www.mcknight.org/programs/the-mcknight-endowment-fund-for-neuroscience/scholar-awards/awardees/,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model. | Selected scientific contributions have not yet been source-curated; this is not absence of contributions. | 1 candidate papers remain unresolved and are not included in totals.",,unknown,0,0,0,0,0,0,0,0,0,0
Wei Wei,early-career awardee,University of Chicago,neuroscience (awardee),McKnight Scholar,0,0.0,0,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,1,3,10,,,unknown,unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,,2026-09-05T03:51:38+00:00,3,pi_a7111d4d7a0a5f79abefbd9c038991c5,unified-papers,unreviewed,,unreviewed roster label,,unknown,Cellular and molecular neuroscience; Learning and memory; Neural circuits and behavior; Sensory systems,Connectomics; Electrophysiology,,unknown,Mouse,,,not yet curated,,,0,https://www.mcknight.org/programs/the-mcknight-endowment-fund-for-neuroscience/scholar-awards/awardees/,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model. | Selected scientific contributions have not yet been source-curated; this is not absence of contributions.",,unknown,0,0,0,0,0,0,0,0,0,0
Martha Bagnall,early-career awardee,Washington University in St. Louis,neuroscience (awardee),"McKnight Scholar, Pew Biomedical",0,0.0,0,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,1,2,9,,,unknown,unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,,2026-09-05T03:51:40+00:00,3,pi_c779a9a6d24153af9f39da008f8c1981,unified-papers,unreviewed,,unreviewed roster label,,unknown,Cellular and molecular neuroscience; Motor systems; Sensory systems,Imaging and microscopy; Optogenetics,,unknown,Zebrafish,,,not yet curated,,,0,https://www.mcknight.org/programs/the-mcknight-endowment-fund-for-neuroscience/scholar-awards/awardees/,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model. | Selected scientific contributions have not yet been source-curated; this is not absence of contributions.",,unknown,0,0,0,0,0,0,0,0,0,0
Stephen Brohawn,early-career awardee,"University of California, Berkeley",neuroscience (awardee),"Klingenstein-Simons, McKnight Scholar, NIH DP2",1,0.1,1,2016;2017;2018;2019;2021;2022;2023;2024;2025,1,1,8,,2018,early (<=10y),unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,first-paper proxy,2026-09-05T03:51:41+00:00,3,pi_be10b9aeb5e157309540bccc39016e25,unified-papers,unreviewed,,unreviewed roster label,,unknown,Cellular and molecular neuroscience,Electrophysiology; Imaging and microscopy; Optogenetics,,unknown,Human; Mouse,,,not yet curated,,,0,https://www.mcknight.org/programs/the-mcknight-endowment-fund-for-neuroscience/scholar-awards/awardees/,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model. | Selected scientific contributions have not yet been source-curated; this is not absence of contributions.",,unknown,0,0,0,0,1,0,0,0,0,0
Katherine Nagel,early-career awardee,New York University,neuroscience (awardee),McKnight Scholar,0,0.0,0,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,0,2,10,,2018,early (<=10y),unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,first-paper proxy,2026-09-05T03:51:43+00:00,3,pi_b3eefb6bff1f514eb23ea50c6d5b853b,unified-papers,unreviewed,,unreviewed roster label,,unknown,Computation and cognition; Learning and memory; Motor systems; Neural circuits and behavior; Sensory systems,Computational modeling; Electrophysiology,,unknown,Drosophila,,,not yet curated,,,0,https://www.mcknight.org/programs/the-mcknight-endowment-fund-for-neuroscience/scholar-awards/awardees/,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model. | Selected scientific contributions have not yet been source-curated; this is not absence of contributions.",,unknown,0,0,0,0,0,0,0,0,0,0
Matthew Pecot,early-career awardee,Harvard Medical School,neuroscience (awardee),McKnight Scholar,0,0.0,0,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,1,1,2,,2018,early (<=10y),unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,first-paper proxy,2026-09-05T03:51:45+00:00,3,pi_bf681af263365d14aeedf5aef59dff1a,unified-papers,unreviewed,,unreviewed roster label,,unknown,Cellular and molecular neuroscience; Development; Sensory systems,,,unknown,Drosophila,,,not yet curated,,,1,https://www.mcknight.org/programs/the-mcknight-endowment-fund-for-neuroscience/scholar-awards/awardees/,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model. | Selected scientific contributions have not yet been source-curated; this is not absence of contributions. | 1 candidate papers remain unresolved and are not included in totals.",,unknown,0,0,0,0,0,0,0,0,0,0
Eiman Azim,early-career awardee,Salk Institute for Biological Studies,neuroscience (awardee),"McKnight Scholar, NIH DP2, Pew Biomedical, Searle Scholar",1,0.1,1,2016;2017;2018;2019;2020;2022;2023;2024;2025,0,0,3,,2018,early (<=10y),unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,first-paper proxy,2026-09-05T03:51:47+00:00,3,pi_923aaf00f8355fd5aaa092d5e3395cc4,unified-papers,unreviewed,,unreviewed roster label,,unknown,Motor systems; Sensory systems,Imaging and microscopy; Optogenetics,,unknown,Mouse,,,not yet curated,,,0,,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model. | Selected scientific contributions have not yet been source-curated; this is not absence of contributions.",,unknown,0,0,0,0,0,1,0,0,0,0
Rudy Behnia,early-career awardee,Columbia University,neuroscience (awardee),"McKnight Scholar, Pew Biomedical",0,0.0,0,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,1,0,6,,2018,early (<=10y),unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,first-paper proxy,2026-09-05T03:51:48+00:00,3,pi_d35961e8e75058e48324a613c4185e1d,unified-papers,unreviewed,,unreviewed roster label,,unknown,Neural circuits and behavior; Sensory systems,Connectomics,,unknown,Drosophila,,,not yet curated,,,0,https://www.mcknight.org/programs/the-mcknight-endowment-fund-for-neuroscience/scholar-awards/awardees/,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model. | Selected scientific contributions have not yet been source-curated; this is not absence of contributions.",,unknown,0,0,0,0,0,0,0,0,0,0
Felice Dunn,early-career awardee,"University of California, San Francisco",neuroscience (awardee),McKnight Scholar,0,0.0,0,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,4,,2015,early (<=10y),unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,first-paper proxy,2026-09-05T03:51:50+00:00,3,pi_3201895498555bc395755ad9106aa66b,unified-papers,unreviewed,,unreviewed roster label,,unknown,Cellular and molecular neuroscience; Learning and memory; Neurodegeneration and aging; Sensory systems,,,unknown,Mouse,,,not yet curated,,,0,https://www.mcknight.org/programs/the-mcknight-endowment-fund-for-neuroscience/scholar-awards/awardees/,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model. | Selected scientific contributions have not yet been source-curated; this is not absence of contributions.",,unknown,0,0,0,0,0,0,0,0,0,0
Mingshan Xue,early-career awardee,Baylor College of Medicine,neuroscience (awardee),McKnight Scholar,0,0.0,0,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,0,3,4,,2018,early (<=10y),unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,first-paper proxy,2026-09-05T03:51:51+00:00,3,pi_c3c5f67a33e85582b5eb3546e77abead,unified-papers,unreviewed,,unreviewed roster label,,unknown,Cellular and molecular neuroscience; Computation and cognition; Neural circuits and behavior; Sleep and circadian rhythms,Electrophysiology; Optogenetics,,unknown,Mouse,,,not yet curated,,,0,https://www.mcknight.org/programs/the-mcknight-endowment-fund-for-neuroscience/scholar-awards/awardees/,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model. | Selected scientific contributions have not yet been source-curated; this is not absence of contributions.",,unknown,0,0,0,0,0,0,0,0,0,0
Brad Zuchero,early-career awardee,Stanford University,neuroscience (awardee),McKnight Scholar,0,0.0,0,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,0,,,unknown,unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,,2026-09-05T03:51:53+00:00,3,pi_2154e0c16b0d55fc8a7b3ff3ea1e13dc,unified-papers,unreviewed,,unreviewed roster label,,unknown,,,,unknown,,,,not yet curated,,,0,https://www.mcknight.org/programs/the-mcknight-endowment-fund-for-neuroscience/scholar-awards/awardees/,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model. | Selected scientific contributions have not yet been source-curated; this is not absence of contributions. | Excluded 7 different-given-name candidates; review aliases if any exclusion is unexpected.",,unknown,0,0,0,0,0,0,0,0,0,0
Jayeeta Basu,early-career awardee,New York University,neuroscience (awardee),"Klingenstein-Simons, McKnight Scholar",1,0.1,1,2016;2017;2018;2019;2020;2021;2022;2023;2024,1,0,7,,2017,early (<=10y),unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,first-paper proxy,2026-09-05T03:51:54+00:00,3,pi_feae23f8b7265f2e91888a14d47a9bb9,unified-papers,unreviewed,,unreviewed roster label,,unknown,Computation and cognition; Learning and memory; Neural circuits and behavior; Neurodegeneration and aging,Computational modeling; Electrophysiology; Imaging and microscopy; Optogenetics,,unknown,Mouse,,,not yet curated,,,0,https://www.mcknight.org/programs/the-mcknight-endowment-fund-for-neuroscience/scholar-awards/awardees/,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model. | Selected scientific contributions have not yet been source-curated; this is not absence of contributions.",,unknown,0,0,0,0,0,0,0,0,0,1
