Name,Group,Institution,Field,Awards,CNS_total,CNS_avg_per_yr,CNS_years_covered,CNS_gap_years,NeuronNatNeuro_total,eLife_total,nonCNS_total,Lab_start_year,First_senior_paper,Career_stage,Count_source,Authorship_measure,Career_reference_year,Lab_age_source,Count_fetched_at,Count_method_version,Researcher_ID,Publication_model,Identity_status,Current_institution,Institution_status,HHMI_status,HHMI_source_status,Topics,Methods,Model_organisms,Model_organism_status,Paper_species_mentions,Contribution_titles,Contribution_keywords,Contribution_status,Contribution_review_status,Contribution_review_reason,Active_years_in_window,CNS_per_active_year,Unresolved_papers,Source_URLs,Review_notes,Faculty_appointment_year,Faculty_appointment_status,CNS_2016,CNS_2017,CNS_2018,CNS_2019,CNS_2020,CNS_2021,CNS_2022,CNS_2023,CNS_2024,CNS_2025
Ben Barres (d.2017),non-HHMI (low-CNS),Stanford University,glia/astrocytes,,0,0.0,0,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,0,,,established,unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,,2026-09-05T03:44:29+00:00,3,pi_686887e663e750b2993509ce520b6df4,unified-papers,unreviewed,,unreviewed roster label,,unknown,,,,unknown,,Classical complement and microglia in CNS synapse elimination; Microglia-induced neurotoxic reactive astrocytes; RNA-seq transcriptome and splicing resource for CNS cell classes,A1 reactive astrocytes; activated microglia; alternative splicing database; C1q and C3; developing CNS synapses; IL-1α TNF C1q; neuron and oligodendrocyte death; neurons glia vascular cells; purified CNS cell classes; retinogeniculate refinement; RNA sequencing; synapse elimination,source-backed examples,complete,"Selected distinct primary, source-backed contribution anchors from the assigned evidence with full-name authorship and collaborative attribution.",,,0,https://pubmed.ncbi.nlm.nih.gov/18083105/; https://pubmed.ncbi.nlm.nih.gov/25186741/; https://pubmed.ncbi.nlm.nih.gov/28099414/,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model.",,unknown,0,0,0,0,0,0,0,0,0,0
Hongjun Song,candidate (career TBD),Penn (←Hopkins),adult neurogenesis,,0,0.0,0,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,0,,,established,unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,,2026-09-05T04:36:51+00:00,3,pi_877c72ce89815820803f766fc202858e,unified-papers,unreviewed,,unreviewed roster label,,unknown,,,,unknown,,GABA regulation of adult-born neuron integration; Critical period of enhanced plasticity in adult-born neurons; Activity-induced Gadd45b control of DNA demethylation and adult neurogenesis,1-1.5 month cell age; activity-induced neurogenesis; adult dentate gyrus; adult-born granule cells; BDNF FGF promoters; DNA demethylation; enhanced LTP; Gadd45b immediate early gene; hippocampal plasticity; newborn granule cells; synaptic integration; tonic GABA,source-backed examples,complete,"Selected distinct primary, source-backed contribution anchors from the assigned evidence with full-name authorship and collaborative attribution.",,,0,https://pubmed.ncbi.nlm.nih.gov/16341203/; https://pubmed.ncbi.nlm.nih.gov/17521569/; https://pubmed.ncbi.nlm.nih.gov/19119186/,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model.",,unknown,0,0,0,0,0,0,0,0,0,0
Don Cleveland,non-HHMI,"University of California, San Diego",neuroscience,,0,0.0,0,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,2,,2005,established,unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,first-paper proxy,2026-09-05T03:46:46+00:00,3,pi_9fc29bd0527150289a81b5bc944c3d79,unified-papers,unreviewed,,unreviewed roster label,,unknown,,Sequencing and transcriptomics,,unknown,,Separated motor-neuron and microglial contributions to inherited ALS onset and progression; Showed astrocytes influence progression of inherited ALS; Linked TDP-43 loss to long pre-mRNA depletion and neuronal vulnerability,ALS; amyotrophic lateral sclerosis; astrocytes; disease progression; long introns; microglia; microglial activation; motor neurons; mutant SOD1; non-cell-autonomous degeneration; RNA splicing; SOD1; synaptic genes; TDP-43,source-backed examples,complete,Selected full-name primary papers on non-cell-autonomous ALS mechanisms and RNA-processing vulnerabilities in neurodegeneration.,,,2,https://pubmed.ncbi.nlm.nih.gov/16741123/; https://pubmed.ncbi.nlm.nih.gov/18246065/; https://pubmed.ncbi.nlm.nih.gov/21358643/,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model. | 2 candidate papers remain unresolved and are not included in totals.",,unknown,0,0,0,0,0,0,0,0,0,0
Alysson Muotri,non-HHMI (low-CNS),"University of California, San Diego",neuroscience,,0,0.0,0,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,32,,2009,established,unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,first-paper proxy,2026-09-05T03:46:48+00:00,3,pi_bebc0e0d5c6951d5818dab86abd174c0,unified-papers,unreviewed,,unreviewed roster label,,unknown,Cellular and molecular neuroscience; Computation and cognition; Development; Glia and neuroimmunology; Sensory systems,Computational modeling; Electrophysiology; Organoids and stem-cell models,,unknown,Human; Mouse; Rat,Human iPSC model of Rett syndrome neuronal defects; Cortical organoid model of early human network oscillations; TREX1-deficient stem-cell model linking L1 DNA to neuroinflammation,Aicardi-Goutières syndrome; calcium signaling; cortical organoids; drug screening; GABAergic signaling; glutamatergic signaling; human neurons; LINE-1 DNA; network oscillations; preterm EEG features; Rett syndrome iPSCs; synaptic defects; TREX1 deficiency; type I interferon,source-backed examples,complete,"Selected three full-name, neuroscience-relevant primary papers on human stem-cell and organoid models of neurodevelopmental disease and cortical network maturation.",,,0,https://pubmed.ncbi.nlm.nih.gov/21074045/; https://pubmed.ncbi.nlm.nih.gov/28803918/; https://pubmed.ncbi.nlm.nih.gov/31474560/,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model.",,unknown,0,0,0,0,0,0,0,0,0,0
Jieli Li,non-HHMI (low-CNS),Baylor College of Medicine; Duke University; Janelia,neuroscience,,0,0.0,0,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,0,,2014,established,unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,first-paper proxy,2026-09-05T03:46:53+00:00,3,pi_6a875f3b9f7250188c990f0d3e66ffdd,unified-papers,unreviewed,,unreviewed roster label,,unknown,,,,unknown,,,,source review needed,needs-review,"Jieli Li is an erroneous expansion of Li N in the discovery sources, which identify Nuo Li. Nuo Li already has the canonical profile pi_62824776ba2e5c209a6ae5d1c4d3a9d3. This legacy duplicate is not assigned a second scientific career; its contributions are available on the canonical profile.",,,4,,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model. | Contribution evidence needs follow-up: Jieli Li is an erroneous expansion of Li N in the discovery sources, which identify Nuo Li. Nuo Li already has the canonical profile pi_62824776ba2e5c209a6ae5d1c4d3a9d3. This legacy duplicate is not assigned a second scientific career; its contributions are available on the canonical profile. | 4 candidate papers remain unresolved and are not included in totals. | Excluded 46 different-given-name candidates; review aliases if any exclusion is unexpected.",,unknown,0,0,0,0,0,0,0,0,0,0
Joshua Gordon,candidate (career TBD),Columbia University; Washington University in St. Louis,neuroscience,,0,0.0,0,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,1,0,5,,2005,established,unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,ORCID employment (unverified),2026-09-05T03:48:27+00:00,3,pi_a92742623e615e9d8eefb204f916f170,unified-papers,unreviewed,,unreviewed roster label,,unknown,Computation and cognition; Learning and memory; Neural circuits and behavior,Optogenetics,,unknown,Mouse,Ventral hippocampal-prefrontal input required for anxiety-related activity and behavior; Hippocampal-prefrontal theta-gamma coupling during spatial working memory,anxiety behavior; hippocampal-prefrontal coupling; medial prefrontal cortex; mouse model; mPFC synchronization; optogenetic inhibition; spatial working memory; theta synchrony; theta-gamma coupling; ventral hippocampus,source-backed examples,complete,"Closed the initials-only/common-name gap with targeted verification for Joshua A. Gordon, the Columbia psychiatrist-neuroscientist; curated Columbia neural-circuit primary papers, not J. I. Gordon gut-microbiome records.",,,5,https://pubmed.ncbi.nlm.nih.gov/26853301/; https://pubmed.ncbi.nlm.nih.gov/29259151/,"ORCID employment is a career proxy, not a verified independent-lab start. | The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model. | 5 candidate papers remain unresolved and are not included in totals. | Excluded 49 different-given-name candidates; review aliases if any exclusion is unexpected.",,unknown,0,0,0,0,0,0,0,0,0,0
Christopher Glass,non-HHMI (low-CNS),"University of California, San Diego",neuroscience,,0,0.0,0,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,0,1,12,,2005,established,unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,first-paper proxy,2026-09-05T03:48:37+00:00,3,pi_2b676e2543a4527babe989934a9391fb,unified-papers,unreviewed,,unreviewed roster label,,unknown,Cellular and molecular neuroscience; Glia and neuroimmunology; Learning and memory,Sequencing and transcriptomics,,unknown,Human; Mouse,Lineage-determining transcription factors priming cell-specific enhancers; Tissue environments selecting enhancers for macrophage identities; Environment-dependent transcriptional network specifying human microglia identity,B cells; brain environment; cis-regulatory elements; enhancers; epigenetic landscape; genetic variation; human microglia; lineage-determining factors; macrophages; microglia; neurodegenerative disease; noncoding risk variants; PU.1; tissue macrophages,source-backed examples,complete,Selected full-name papers on macrophage and microglia enhancer regulation relevant to immune and CNS disease biology.,,,0,https://pubmed.ncbi.nlm.nih.gov/20513432/; https://pubmed.ncbi.nlm.nih.gov/25480297/; https://pubmed.ncbi.nlm.nih.gov/28546318/,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model.",,unknown,0,0,0,0,0,0,0,0,0,0
Zhang K,candidate (career TBD),"University of California, San Diego",neuroscience,,,,,unknown,,,,,2009,established,unresolved identity; legacy aggregates archived,last-author proxy,2025,first-paper proxy,,,pi_b706466279c25cff9129d1a877e71941,unresolved-identity,unreviewed,,unreviewed roster label,,unknown,,,,unknown,,,,source review needed,needs-review,The source label Zhang K conflates Kun Zhang (PMID 27339989) and Kang Zhang (PMID 29474911). These are different full-author identities. No canonical person or scientific career is assigned to this stable ID pending an explicit resolution.,,,0,,"CNS counts are unavailable, not zero. | non-CNS counts are unavailable, not zero. | Neuron + Nature Neuroscience counts are unavailable, not zero. | eLife counts are unavailable, not zero. | No usable full given-name alias or sourced ORCID; legacy counts are archived, not treated as established matches. | Legacy count: method version and/or retrieval date are unrecorded. | The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model. | Contribution evidence needs follow-up: The source label Zhang K conflates Kun Zhang (PMID 27339989) and Kang Zhang (PMID 29474911). These are different full-author identities. No canonical person or scientific career is assigned to this stable ID pending an explicit resolution.",,unknown,,,,,,,,,,
Benjamin K. Chen,non-HHMI (low-CNS),Icahn School of Medicine at Mount Sinai,neuroscience,,0,0.0,0,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,9,,2006,established,unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,ORCID employment (unverified),2026-09-05T19:43:49+00:00,3,pi_76365683785457508be6e16955eb3568,unified-papers,source-backed,,unreviewed roster label,,unknown,Cellular and molecular neuroscience; Motor systems; Sensory systems,Connectomics; Imaging and microscopy,,unknown,Human; Mouse,Imaging the tissue organization of infected immune cells; Single-cell investigation of CNS immune-cell states; Gastrointestinal B-cell and IgA plasma-cell perturbations in HIV infection,cell-associated HIV; central nervous system; gastrointestinal B cells; germinal centers; HIV latency biology; HIV viremia; humanized mouse model; IgA plasma cells; intravital imaging; iPSC-derived microglia; lymphoid tissue clustering; mucosal immunity; single-cell analysis; virological synapses,source-backed examples,complete,"Targeted review identifies this entry as Icahn virologist Benjamin K. Chen, not Benjamin P.C. Chen. Contributions are non-operational bibliographic summaries of imaging/host-cell biology and are not framed as core neuroscience.",,,5,https://profiles.mountsinai.org/benjamin-k-chen; https://pubmed.ncbi.nlm.nih.gov/27292632/; https://pubmed.ncbi.nlm.nih.gov/38032195/; https://pubmed.ncbi.nlm.nih.gov/39454027/,"ORCID employment is a career proxy, not a verified independent-lab start. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model. | 5 candidate papers remain unresolved and are not included in totals. | Excluded 14 different-given-name candidates; review aliases if any exclusion is unexpected.",,unknown,0,0,0,0,0,0,0,0,0,0
Kristin Scott,non-HHMI (low-CNS),"University of California, Berkeley",neuroscience,,0,0.0,0,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,0,1,2,,2005,established,unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,first-paper proxy,2026-09-05T03:50:29+00:00,3,pi_d53f515420e453b094729c628435a11d,unified-papers,unreviewed,,unreviewed roster label,,unknown,Motor systems; Neural circuits and behavior; Sensory systems,,,unknown,Drosophila,Taste quality and location representations in the Drosophila brain; PPK28 mechanism for water taste in Drosophila; Dopaminergic modulation of sucrose acceptance behavior,dopaminergic neurons; Drosophila sucrose acceptance; Drosophila taste; feeding behavior; gustatory neuron projections; osmosensitive ion channel; PPK28 channel; proboscis extension; taste behavior plasticity; taste quality map; water intake behavior; water-sensing neurons,source-backed examples,complete,"Selected distinct primary, source-backed contribution anchors from the assigned evidence with full-name authorship and collaborative attribution.",,,0,https://pubmed.ncbi.nlm.nih.gov/15210117/; https://pubmed.ncbi.nlm.nih.gov/20364123/; https://pubmed.ncbi.nlm.nih.gov/22405204/,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model.",,unknown,0,0,0,0,0,0,0,0,0,0
