Researcher_ID,Name,Contribution,Category,Year,Keywords,Summary,Attribution,Status,Scope,Source,Source_title,Accessed,Supports,PMID,DOI,Note
pi_6352715332385f84988cfe29550e54a3,Tirin Moore,Pre-saccadic compression of visual space in prefrontal cortex,discovery,2014,saccade preparation; prefrontal cortex; visual receptive fields; space compression; macaques,"Mapped prefrontal visual receptive fields before eye movements and found convergence toward the saccadic target rather than simple predictive remapping, paralleling perceptual compression of target space.",Coauthored with Marc Zirnsak and colleagues; PubMed author evidence lists Tirin Moore as a coauthor. Credit is collaborative and does not imply sole authorship.,source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/24670771/,Visual space is compressed in prefrontal cortex before eye movements.,2026-09-05,The paper reports pre-saccadic visual-space compression in prefrontal cortex and lists Tirin Moore as a coauthor.,24670771,10.1038/nature13149,
pi_6c92eef23923599ebc517bc4f71fac0b,Leslie B. Vosshall,Or83b/Orco as a universal insect olfactory coreceptor,discovery,2004,Or83b; Orco; Drosophila olfaction; odorant receptors; sensory cilia,"Showed that Or83b is broadly required for Drosophila odor responses and dendritic receptor localization, with later work demonstrating OR/Or83b heteromeric function and unusual membrane topology.","Coauthored with Mattias C Larsson, Richard Benton, and colleagues; PubMed author evidence lists Leslie B Vosshall as a coauthor. Credit is collaborative and does not imply sole authorship.",source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/15339651/,Or83b encodes a broadly expressed odorant receptor essential for Drosophila olfaction.,2026-09-05,The paper reports Or83b requirement for olfactory responses and lists Leslie B. Vosshall as a coauthor.,15339651,10.1016/j.neuron.2004.08.019,
pi_6c92eef23923599ebc517bc4f71fac0b,Leslie B. Vosshall,Or83b/Orco as a universal insect olfactory coreceptor,discovery,2004,Or83b; Orco; Drosophila olfaction; odorant receptors; sensory cilia,"Showed that Or83b is broadly required for Drosophila odor responses and dendritic receptor localization, with later work demonstrating OR/Or83b heteromeric function and unusual membrane topology.","Coauthored with Mattias C Larsson, Richard Benton, and colleagues; PubMed author evidence lists Leslie B Vosshall as a coauthor. Credit is collaborative and does not imply sole authorship.",source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/16402857/,Atypical membrane topology and heteromeric function of Drosophila odorant receptors in vivo.,2026-09-05,"The paper reports Or83b heteromeric function, ciliary trafficking, and membrane topology and lists Leslie B. Vosshall as a coauthor.",16402857,10.1371/journal.pbio.0040020,
pi_6c92eef23923599ebc517bc4f71fac0b,Leslie B. Vosshall,Insect odorant receptors as ligand-gated ion channels,discovery,2008,insect odorant receptors; ligand-gated ion channels; Or83b complexes; cation conductance; olfactory transduction,"Provided evidence that heteromeric insect odorant-receptor complexes function as odorant-gated, nonselective cation channels rather than conventional vertebrate-like GPCRs.",Coauthored with Koji Sato and colleagues; PubMed author evidence lists Leslie B Vosshall as a coauthor. Credit is collaborative and does not imply sole authorship.,source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/18408712/,Insect olfactory receptors are heteromeric ligand-gated ion channels.,2026-09-05,The paper reports channel activity of insect olfactory receptor complexes and lists Leslie B. Vosshall as a coauthor.,18408712,10.1038/nature06850,
pi_6c92eef23923599ebc517bc4f71fac0b,Leslie B. Vosshall,Ionotropic receptor family for Drosophila chemosensation,discovery,2009,ionotropic receptors; Drosophila olfaction; chemosensory receptors; sensory dendrites; odor tuning,Characterized divergent ionotropic glutamate receptor-related genes as a distinct Drosophila chemosensory receptor family expressed in sensory neurons and sufficient to alter odor responsiveness.,Coauthored with Richard Benton and colleagues; PubMed author evidence lists Leslie B Vosshall as a coauthor. Credit is collaborative and does not imply sole authorship.,source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/19135896/,Variant ionotropic glutamate receptors as chemosensory receptors in Drosophila.,2026-09-05,The paper reports variant ionotropic receptors as Drosophila chemosensory receptors and lists Leslie B. Vosshall as a coauthor.,19135896,10.1016/j.cell.2008.12.001,
pi_688f3590b97d510f96a6ffee63b93ea0,Jeremy Nathans,Norrin-Frizzled4 signaling in retinal vascular and barrier development,discovery,2004,Norrin; Frizzled4; retinal vasculature; blood-retina barrier; canonical Wnt signaling,Defined Norrin and Frizzled4 as a high-affinity ligand-receptor pair and later showed their signaling controls retinal vascular architecture and blood-retina or blood-brain barrier properties.,"Coauthored with Qiang Xu, Yanshu Wang, and colleagues; PubMed author evidence lists Jeremy Nathans as a coauthor. Credit is collaborative and does not imply sole authorship.",source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/15035989/,"Vascular development in the retina and inner ear: control by Norrin and Frizzled-4, a high-affinity ligand-receptor pair.",2026-09-05,The paper reports Norrin-Fz4 ligand-receptor signaling and lists Jeremy Nathans as a coauthor.,15035989,10.1016/s0092-8674(04)00216-8,
pi_688f3590b97d510f96a6ffee63b93ea0,Jeremy Nathans,Norrin-Frizzled4 signaling in retinal vascular and barrier development,discovery,2004,Norrin; Frizzled4; retinal vasculature; blood-retina barrier; canonical Wnt signaling,Defined Norrin and Frizzled4 as a high-affinity ligand-receptor pair and later showed their signaling controls retinal vascular architecture and blood-retina or blood-brain barrier properties.,"Coauthored with Qiang Xu, Yanshu Wang, and colleagues; PubMed author evidence lists Jeremy Nathans as a coauthor. Credit is collaborative and does not imply sole authorship.",source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/23217714/,Norrin/Frizzled4 signaling in retinal vascular development and blood brain barrier plasticity.,2026-09-05,The paper reports Norrin/Fz4 roles in retinal vascular development and barrier plasticity and lists Jeremy Nathans as a coauthor.,23217714,10.1016/j.cell.2012.10.042,
pi_688f3590b97d510f96a6ffee63b93ea0,Jeremy Nathans,Frizzled genes in neural tube closure and inner-ear planar polarity,discovery,2006,Frizzled3; Frizzled6; planar cell polarity; inner-ear hair cells; neural tube closure,"Showed that Frizzled3 and Frizzled6 redundantly control neural tube closure and planar orientation of inner-ear sensory hair-cell bundles, connecting vertebrate PCP mechanisms to auditory and vestibular epithelia.",Coauthored with Yanshu Wang and colleagues; PubMed author evidence lists Jeremy Nathans as a coauthor. Credit is collaborative and does not imply sole authorship.,source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/16495441/,The role of Frizzled3 and Frizzled6 in neural tube closure and in the planar polarity of inner-ear sensory hair cells.,2026-09-05,The paper reports Frizzled3/6 roles in neural tube closure and inner-ear planar polarity and lists Jeremy Nathans as a coauthor.,16495441,10.1523/jneurosci.4698-05.2005,
pi_688f3590b97d510f96a6ffee63b93ea0,Jeremy Nathans,Brn3 transcription factors program retinal ganglion cell diversity,discovery,2009,Brn3a; Brn3b; retinal ganglion cells; dendritic stratification; visual behavior,"Dissected distinct Brn3a and Brn3b roles in retinal ganglion cell morphology, projections, survival, and visually driven behaviors using conditional alleles and single-cell visualization.",Coauthored with Tudor C Badea and colleagues; PubMed author evidence lists Jeremy Nathans as a coauthor. Credit is collaborative and does not imply sole authorship.,source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/19323995/,"Distinct roles of transcription factors brn3a and brn3b in controlling the development, morphology, and function of retinal ganglion cells.",2026-09-05,The paper reports distinct Brn3a/Brn3b roles in retinal ganglion cell development and lists Jeremy Nathans as a coauthor.,19323995,10.1016/j.neuron.2009.01.020,
pi_eb04cedc42295c49aeec173e76795ab2,Viviana Gradinaru,PACT/PARS whole-organ and whole-body tissue clearing,method,2014,PACT; PARS; whole-body clearing; intact tissue imaging; single-cell phenotyping,"Developed PACT, RIMS, and PARS tissue-clearing approaches that render intact organs or whole rodents optically transparent and macromolecule-permeable for high-resolution cellular phenotyping.",Coauthored with Bin Yang and colleagues; PubMed author evidence lists Viviana Gradinaru as a coauthor. Credit is collaborative and does not imply sole authorship.,source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/25088144/,Single-cell phenotyping within transparent intact tissue through whole-body clearing.,2026-09-05,The paper reports whole-body clearing and single-cell phenotyping methods and lists Viviana Gradinaru as a coauthor.,25088144,10.1016/j.cell.2014.07.017,
pi_eb04cedc42295c49aeec173e76795ab2,Viviana Gradinaru,CREATE-selected AAV variants for systemic brain gene transfer,tool,2016,CREATE; AAV-PHP.B; systemic gene delivery; adult mouse CNS; capsid evolution,Developed Cre recombination-based AAV targeted evolution to select capsids such as AAV-PHP.B that efficiently transduce broad adult mouse CNS populations after intravenous delivery.,Coauthored with Benjamin E Deverman and colleagues; PubMed author evidence lists Viviana Gradinaru as a coauthor. Credit is collaborative and does not imply sole authorship.,source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/26829320/,Cre-dependent selection yields AAV variants for widespread gene transfer to the adult brain.,2026-09-05,The paper reports CREATE and AAV-PHP.B systemic CNS gene transfer and lists Viviana Gradinaru as a coauthor.,26829320,10.1038/nbt.3440,
pi_eb04cedc42295c49aeec173e76795ab2,Viviana Gradinaru,Gut-seeded α-synuclein pathology in aged mice,discovery,2020,α-synuclein; Parkinson disease model; gut-to-brain progression; aged mice; enteric nervous system,"Modeled peripheral synucleinopathy by gut inoculation of α-synuclein fibrils, finding gastrointestinal deficits and age-dependent progression to midbrain pathology and motor defects in mice.",Coauthored with Collin Challis and colleagues; PubMed author evidence lists Viviana Gradinaru as a coauthor. Credit is collaborative and does not imply sole authorship.,source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/32066981/,Gut-seeded α-synuclein fibrils promote gut dysfunction and brain pathology specifically in aged mice.,2026-09-05,The paper reports gut-seeded α-synuclein pathology and lists Viviana Gradinaru as a coauthor.,32066981,10.1038/s41593-020-0589-7,
pi_84f869e3dd655a97be21e29c6f58b3b5,Eric Gouaux,LeuT structure revealing neurotransmitter transporter architecture,discovery,2005,LeuT; neurotransmitter transporters; sodium chloride cotransport; substrate binding; occluded site,"Solved a bacterial homolog structure of Na+/Cl−-dependent neurotransmitter transporters, revealing substrate and sodium binding sites, inverted-repeat architecture, and external/internal gate organization.",Coauthored with Atsuko Yamashita and colleagues; PubMed author evidence lists Eric Gouaux as a coauthor. Credit is collaborative and does not imply sole authorship.,source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/16041361/,Crystal structure of a bacterial homologue of Na+/Cl--dependent neurotransmitter transporters.,2026-09-05,The paper reports the LeuT transporter crystal structure and lists Eric Gouaux as a coauthor.,16041361,10.1038/nature03978,
pi_84f869e3dd655a97be21e29c6f58b3b5,Eric Gouaux,ASIC1 structure and proton-gating mechanism,discovery,2007,ASIC1; acid-sensing ion channel; proton activation; ion channel structure; pain sensing,Reported a high-resolution low-pH ASIC1 structure and mutational evidence implicating acidic extracellular residues and a thumb domain in coupling proton sensing to channel opening.,Coauthored with Jayasankar Jasti and colleagues; PubMed author evidence lists Eric Gouaux as a coauthor. Credit is collaborative and does not imply sole authorship.,source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/17882215/,Structure of acid-sensing ion channel 1 at 1.9 A resolution and low pH.,2026-09-05,The paper reports ASIC1 structure and proton-sensing mechanisms and lists Eric Gouaux as a coauthor.,17882215,10.1038/nature06163,
